alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critics,timestep
0.9515651651024817,1000.0,0.0,2.2515312563253342,2.2636094447861503,-17.338381106615067,-0.502105335672153,25.070351588249203,1000
0.8611910021305073,1000.0,0.0,2.2493758941758464,2.261347115024741,-37.48599545097352,-1.4950377521514895,23.819449752807667,2000
0.7798963333964338,1000.0,0.0,2.244064218483335,2.261245889080393,-54.604966567993294,-2.436351045489307,38.55534494018557,3000
0.7069757291078566,1000.0,0.0,2.227638145561478,2.2610093604453168,-68.0332597465516,-3.3015441691875487,51.96280820083615,4000
0.641321798503399,1000.0,0.0,2.2121840514419016,2.265037428899124,-78.68710588073746,-4.097298966646196,65.21197465515125,5000
0.5820251103043563,1000.0,0.0,2.189001276724453,2.2641401153133676,-86.96750965118406,-4.8351940402984726,79.19252959060671,6000
0.5283388654589664,1000.0,0.0,12.28339659567167,5.049025346174027,-93.28855806732184,-5.490048834800727,91.86104770278953,7000
0.47986289229989093,1000.0,0.0,2.6533284878717027,2.4529750139404625,-97.96916389465335,-6.056933604240421,105.67508943176281,8000
0.4361530405879021,1000.0,0.0,2.5823118972661216,2.605952888457615,-101.5412179794311,-6.480545429706581,116.62825515747063,9000
0.39673544836044344,1000.0,0.0,2.4365824662502678,2.6045567142502883,-103.93322206878668,-6.806824259758004,130.16206369781492,10000
0.3611258287429808,1000.0,0.0,2.3034254141212336,2.278749899699881,-105.47756933593755,-7.039019660472861,141.4392056961065,11000
0.32887112325429907,1000.0,0.0,2.28479113117222,2.2690157184677786,-106.66920891571034,-7.174769762992855,155.3667916564942,12000
0.2998168323934084,1000.0,0.0,2.281087530209635,2.2645154680763926,-108.42401275634788,-7.0878950486183205,168.7877894439698,13000
0.2737686576843263,1000.0,0.0,2.315565665018569,2.309364628426151,-109.97223520660411,-6.921457193851479,180.81944898223887,14000
0.2502487546652546,1000.0,0.0,2.324902885304447,2.3287387545899865,-111.60094633483875,-6.573698206901549,191.9984394073486,15000
0.22924304331839138,1000.0,0.0,2.39574172222002,2.351500742394957,-113.2883454513552,-6.124552231788635,205.32834744262652,16000
0.21014637765288322,1000.0,0.0,2.410948837594864,2.313204387559301,-114.84178192138668,-5.714987436771389,215.55970459747317,17000
0.19286041869223103,1000.0,0.0,2.5195738989023804,2.547593695048844,-116.63305014801034,-5.232892637491231,226.46419863891637,18000
0.17723021848499776,1000.0,0.0,2.801986425087095,2.893622220640133,-118.19141617584228,-4.644470936775205,238.41188232421914,19000
0.16345546105504052,1000.0,0.0,3.7006919708659916,3.386579418499335,-119.85249280548095,-3.910331095933919,250.5372436676025,20000
