1,10000,3524.8801692499956
2,20000,4546.858951913938
3,30000,4840.956134379056
4,40000,5233.672333281139
5,50000,5224.510704003353
6,60000,5199.168054551681
7,70000,5349.398965296301
8,80000,5299.982139397136
9,90000,5339.386425038229
10,100000,4801.663658409979
11,110000,5421.931537817782
12,120000,5372.854014604831
13,130000,5449.605947070472
14,140000,5513.145470564077
15,150000,5518.797972716046
16,160000,5472.13635017667
17,170000,5434.394373928001
18,180000,5565.099818212697
19,190000,5542.100300195411
20,200000,5473.867899778216
21,210000,5548.066606398408
22,220000,5500.029647687633
23,230000,5581.250851524499
24,240000,5568.13054543624
25,250000,5480.057910989457
26,260000,5143.26780707418
27,270000,5539.294048991751
28,280000,5562.899298708717
29,290000,5392.003176344027
30,300000,5433.422730373904
31,310000,5553.978272338868
32,320000,5470.030782577531
33,330000,5085.947615665727
34,340000,5146.278013553243
35,350000,5565.65985327513
36,360000,5645.895805594979
37,370000,5519.408017157727
38,380000,5591.805598768637
39,390000,5545.609143903757
40,400000,5499.742858645269
41,410000,4950.598071861042
42,420000,5558.356165748032
43,430000,5625.50554726735
44,440000,5512.154554169205
45,450000,5585.651494576598
46,460000,5490.5970072992395
47,470000,5600.469069087605
48,480000,5598.517464282908
49,490000,5171.190610339332
50,500000,5598.953169916601
51,510000,5558.557699189996
52,520000,5551.304959450443
53,530000,5660.946445008672
54,540000,5555.0304078026375
55,550000,5584.828683611324
56,560000,5568.247364901311
57,570000,5633.684810341567
58,580000,5555.909199206838
59,590000,5559.998790522641
60,600000,5618.020792680339
61,610000,5621.517323377635
62,620000,5608.736586367192
63,630000,5377.357478660437
64,640000,5573.429146974944
65,650000,5143.310326022014
66,660000,5598.261844472923
67,670000,5481.940063942475
68,680000,5346.678192928538
69,690000,5617.047022259013
70,700000,5542.703044033166
71,710000,5537.138915191848
72,720000,5634.481042565391
73,730000,5346.659665547909
74,740000,5626.979361696827
75,750000,5652.920644606993
76,760000,5603.010065933798
77,770000,5598.910474373768
78,780000,5538.365898519069
79,790000,5641.044817596318
80,800000,5657.634948971276
81,810000,5621.732040418296
82,820000,5537.580250099929
83,830000,5180.619785717405
84,840000,5630.008269610151
85,850000,5571.0385386596345
86,860000,5638.993625896795
87,870000,5582.098922405087
88,880000,5642.047528058049
89,890000,5528.569641995155
90,900000,5671.164517201398
91,910000,5470.315903433285
92,920000,5601.653559642541
93,930000,5628.983913860959
94,940000,5329.790033594312
95,950000,5580.22089290579
96,960000,5593.74332659016
97,970000,5060.082481852447
98,980000,5640.530154151369
99,990000,5640.531207455965
100,1000000,5616.304873239048
