alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critics,timestep
0.9515792955160136,1000.0,0.0,2.251104990603353,2.263625253402625,-19.488959837198273,-0.5014043368608688,26.68600339746468,1000
0.8612496632337574,1000.0,0.0,2.2496288031661136,2.261019400874879,-43.04177280426033,-1.4922271234989142,20.817931332588213,2000
0.7798832525610907,1000.0,0.0,2.24403228991591,2.261394336013483,-64.00201908111566,-2.438572569847113,35.01946374702459,3000
0.7070215504169467,1000.0,0.0,2.2232412216415143,2.2609722657044147,-80.69847931671156,-3.2821276340484675,50.412770185470585,4000
0.6418181393742554,1000.0,0.0,2.2055718011756964,2.262996762421511,-94.39777579498273,-4.021693876504892,66.72256029129038,5000
0.5828642426133156,1000.0,0.0,2.1858159254016454,2.263342739016382,-105.41505377960199,-4.718178952693941,83.98536972808826,6000
0.5295115455389026,1000.0,0.0,6.0766667428324554,2.308333710844131,-114.48652464294432,-5.301764960765836,102.12238488006584,7000
0.4813053719103334,1000.0,0.0,10.4506348539185,2.5422092300367662,-121.89062590789786,-5.803906814098351,118.85107424163824,8000
0.4377746287882323,1000.0,0.0,2.8458896957780992,2.438048680336091,-127.80480344390861,-6.172856590747836,135.2574246215825,9000
0.39858490982651795,1000.0,0.0,2.52011168529156,2.590868621767034,-132.3028357467654,-6.394241988182064,153.48532962036106,10000
0.3632394506633282,1000.0,0.0,2.4315173443855067,2.492328593693219,-135.87024250793473,-6.5168377571106,170.04970877838144,11000
0.3312178718447684,1000.0,0.0,2.3663496718401786,2.318880176906528,-138.93094296264633,-6.56228186702728,188.24419737243628,12000
0.30230711296200646,1000.0,0.0,2.3350792130114915,2.315265016856202,-141.5223248443603,-6.440305048465728,207.9663809509277,13000
0.2763118459582331,1000.0,0.0,2.4384673658668468,2.511393214172198,-143.85571275329625,-6.182868474006666,226.09097836303724,14000
0.2529505551010362,1000.0,0.0,2.479317833319582,2.4791641178242054,-146.42033033752452,-5.816702438354493,245.40458831787117,15000
0.2320829455852511,1000.0,0.0,2.5549298108668475,2.658846919594277,-148.86051387023892,-5.255998214483257,264.1611245269773,16000
0.21351852194964904,1000.0,0.0,2.8434884765654345,3.281313357361517,-151.2339979553222,-4.637046377897277,280.7415370483403,17000
0.1970507806092502,1000.0,0.0,2.729109352121312,2.7810533067526664,-153.6877880554201,-3.8850421066284206,293.0460116729737,18000
0.1829540180116894,1000.0,0.0,2.4862689708198817,2.538755799232589,-156.92448973083484,-2.94397274231911,310.57611582946794,19000
