alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critics,timestep
0.9516064592599877,1000.0,0.0,2.2512184796725605,2.2635987828722834,-20.81026398754123,-0.4995375843320506,25.033559434413892,1000
0.8616387444138529,1000.0,0.0,2.248527023611775,2.2615529845155002,-45.83663693237296,-1.4653702163100242,22.331661545753487,2000
0.7808379107117652,1000.0,0.0,2.2395692158144436,2.2610601391235243,-68.00172013092033,-2.3700856941938375,46.25464120483406,3000
0.7083201158046721,1000.0,0.0,2.216985149194884,2.2617881878417343,-85.78844834899897,-3.175054038047791,66.79315507316598,4000
0.6433388876318921,1000.0,0.0,2.2714726635568607,2.2625779043866605,-99.92894477844217,-3.8611372847557104,89.22948087310785,5000
0.5850144312977789,1000.0,0.0,2.270853812475485,2.263341532183065,-111.24426667022693,-4.402415168285373,110.95557699584965,6000
0.5326877564787871,1000.0,0.0,13.425026843263007,7.673202337431155,-120.21879457092294,-4.800835242271427,128.63231222152675,7000
0.4855676146745694,1000.0,0.0,1.6280693036322216,2.5137337030237292,-127.39712536621091,-5.075083436965945,142.7032135925293,8000
0.4430583429634569,1000.0,0.0,0.925063307238762,2.3713184132644307,-133.27366693115246,-5.187728845119489,158.82778220748898,9000
0.40489107421040516,1000.0,0.0,0.5645252010236858,2.2912468261774674,-138.10927169799783,-5.193153580188753,157.1250732727051,10000
0.37034228503704114,1000.0,0.0,0.5434454006625686,2.3314719856710115,-142.55164639282228,-5.058260166168205,172.90108235931413,11000
0.3393004365563395,1000.0,0.0,-1.5974927500115719,2.302865815382387,-146.41659152221698,-4.799979529380789,177.68290353775018,12000
0.3114771416485307,1000.0,0.0,-1.8098885040253692,2.3288527789304827,-150.21447903442373,-4.422200169563284,196.03503753280637,13000
0.2864461572468277,1000.0,0.0,-2.2544454273147014,2.3198145244164077,-153.71710993957487,-4.000336666345595,190.55193955612233,14000
0.2640050730705264,1000.0,0.0,-3.6618984289693284,2.309759647913444,-157.29258822631854,-3.5009718320369725,195.37077938842748,15000
0.24402231034636557,1000.0,0.0,-3.2881796274424397,3.3419690324229867,-160.76057000732425,-2.948570027470584,218.56136495971717,16000
